age,income,loan_amount,credit_history_length,num_existing_loans,default
64,124754,29862,2,0,0
53,60307,24838,27,1,0
64,91713,10464,27,0,1
65,136916,46685,4,1,1
36,74025,26389,21,4,0
36,29067,26861,11,3,1
36,73105,46251,28,1,1
36,25048,29317,11,1,1
63,82181,10317,11,3,1
46,38446,10176,17,2,1
36,74813,41923,18,4,1
37,81478,17351,2,2,0
38,59155,49075,16,1,1
48,90054,20154,8,0,0
22,87333,14509,18,3,0
27,40406,38783,18,4,1
51,78309,22046,1,4,1
51,108111,13865,18,3,1
55,34587,17101,5,0,1
35,135963,33411,29,3,0
50,63119,11014,13,0,0
52,73366,44439,18,2,1
47,149376,39857,0,2,1
51,148715,34570,25,3,0
58,138855,23674,23,1,0
33,24854,47911,9,1,1
34,91380,11603,23,3,1
53,146505,36318,9,0,0
67,124195,16510,5,4,1
51,46914,22529,2,0,0
58,42163,13548,22,3,1
28,60601,39806,3,0,0
31,82981,9004,6,2,0
29,91805,41407,24,2,1
59,36289,25407,5,2,1
46,96482,46188,22,4,1
54,107571,27468,17,2,0
36,109951,33963,5,2,1
27,28149,17375,28,1,1
33,46575,17790,10,4,1
33,34706,20651,2,2,1
35,65601,49940,21,4,1
24,68066,40782,28,1,1
25,71919,8013,5,1,0
62,52781,28062,25,1,0
50,26550,21188,9,3,0
47,50045,40665,15,3,1
48,30080,47755,14,1,1
68,66259,33903,29,2,0
20,95398,6632,23,4,0
25,135257,15538,5,0,1
39,25098,43563,26,3,1
32,71304,49162,20,1,1
47,78826,32188,20,1,0
63,96165,25862,2,4,0
38,112787,22530,18,0,1
35,88644,13813,17,0,0
25,122045,8493,22,1,1
24,101779,31729,11,3,1
59,57855,30857,29,2,1
21,32927,6057,28,4,0
47,40393,36408,2,0,0
29,121625,40280,24,2,0
53,113271,45516,4,2,1
25,134906,45229,25,2,1
25,78521,26437,17,2,0
50,24889,14581,3,2,1
25,94270,45742,23,0,1
27,105537,14399,11,2,0
65,121021,42972,25,2,0
49,70020,14495,16,1,0
61,83346,31211,23,2,0
47,21483,8466,5,0,1
35,36782,19265,29,2,1
69,64084,29567,19,1,1
48,81097,5121,11,4,1
22,81708,41410,21,1,0
23,78039,23746,23,2,1
67,60285,45055,12,3,0
56,93405,31987,21,3,1
55,47073,17190,9,0,1
52,96938,22843,16,0,1
40,33987,43079,7,2,1
24,29151,35218,6,0,1
37,133352,28947,3,1,1
25,26095,44820,16,4,1
20,138507,10467,7,3,1
37,99290,35307,7,4,0
40,26571,33946,8,4,1
29,71847,47227,18,1,1
47,105747,26143,6,2,1
21,128223,14196,8,0,0
38,46781,46825,18,0,1
67,119651,38342,25,0,0
23,32671,26195,5,0,1
38,111817,47693,9,4,1
59,79581,18225,18,0,0
67,78408,16299,11,0,0
25,33420,35089,9,2,1
23,108077,16194,2,3,1
37,77987,8548,7,4,1
49,43946,7305,28,3,1
46,81292,39612,25,3,1
22,42106,46511,19,2,1
43,148408,30689,27,2,0
33,85895,34178,6,4,1
36,133587,8583,10,0,1
41,25017,36573,29,2,1
49,121554,5544,2,3,0
55,123483,20094,7,3,0
53,107908,17207,1,3,1
43,113160,10722,26,1,0
51,84965,22277,27,1,1
53,39478,19535,13,4,1
29,54523,27998,5,2,1
53,43190,30289,10,1,1
45,142733,18707,25,3,0
62,50749,19666,17,1,1
26,125434,28482,28,4,0
56,33678,13599,13,3,0
30,21360,35318,16,2,1
44,73152,42123,3,1,1
25,27371,6287,21,1,0
47,49529,30814,10,4,0
19,132976,11332,27,2,0
64,55612,43204,20,3,0
57,122064,18135,6,2,1
68,139334,35878,3,4,1
34,21103,11374,29,3,1
19,137356,34675,17,1,1
49,124816,39890,24,3,1
34,141538,28613,3,3,0
29,149842,24884,18,0,0
58,127742,23197,18,0,0
48,90286,23104,27,4,1
69,149225,25960,8,4,1
47,93533,30100,25,3,0
33,133662,27724,13,0,0
20,24332,19767,25,4,1
62,52726,28770,7,0,0
58,44464,37705,12,1,0
21,111346,22196,29,2,0
19,137944,8811,11,4,1
28,88382,46370,5,2,0
24,28410,24889,11,1,1
66,78798,33781,10,1,1
41,99999,30146,12,0,1
68,65650,46535,4,2,0
42,130282,48943,14,4,1
36,118686,15876,9,1,1
29,29880,16726,2,4,0
36,51010,40880,15,4,1
43,92718,32435,10,0,0
26,146216,10830,11,4,1
53,73821,19707,17,2,1
40,37687,42358,0,2,1
22,80052,33296,0,3,1
35,114982,11206,16,1,1
39,37629,7791,2,0,0
44,104033,35184,8,4,1
58,82809,32057,6,3,1
20,120796,44040,17,2,1
19,90894,27220,7,1,0
68,140513,41036,20,2,1
60,32464,17319,0,0,0
18,122941,46465,24,0,1
38,139039,48409,20,0,0
59,96949,22982,25,1,0
25,50831,6240,17,2,1
30,77068,15509,8,4,1
32,121169,45471,0,2,1
40,129155,31643,16,0,1
37,107434,46918,0,1,1
68,53391,38352,18,4,1
19,125742,13970,7,1,1
39,28696,23876,12,0,1
44,48682,34817,27,3,0
58,27648,41389,16,1,1
61,113011,14670,5,4,1
38,145175,36325,11,2,0
31,122776,10301,20,4,1
32,119914,28254,3,1,1
19,87369,24531,28,1,0
21,26111,27692,6,0,1
59,117259,11926,1,4,1
32,131360,13264,28,1,1
32,46666,42791,3,3,1
41,72776,18448,0,3,1
32,77598,47331,23,4,1
65,106101,5749,25,3,0
63,114737,45547,29,0,0
23,81782,30743,7,0,0
41,136844,49797,28,3,0
26,81126,37274,24,0,0
29,46892,35978,7,1,1
37,58272,28859,12,2,1
43,45892,21343,28,0,1
54,66424,5322,25,0,0
49,119346,33281,20,2,1
31,22780,49070,2,4,1
21,101881,30947,19,2,1
63,30402,16586,9,2,1
49,89061,48686,4,4,1
67,82091,41992,2,4,1
33,55863,25603,15,1,1
67,76143,22186,26,2,1
24,128552,12912,11,2,1
55,36173,15183,26,0,0
63,62714,33662,22,1,0
57,50741,45700,20,0,0
62,35437,13191,3,1,1
67,101091,41818,16,1,0
45,136639,24540,1,1,0
29,117445,24865,22,2,0
60,134775,14301,17,4,1
24,63230,7200,0,1,1
56,109590,31372,0,3,1
54,85898,30489,12,2,1
32,118123,22430,0,3,0
46,27934,38541,2,0,1
38,140592,35887,29,2,0
19,111020,23676,22,0,0
27,82120,15030,25,2,0
43,45947,15723,13,2,1
58,76277,38821,26,4,1
60,131615,42947,22,2,1
58,97961,29422,25,2,1
19,149913,38559,8,2,1
63,42510,43578,10,0,1
60,99689,13559,6,4,0
42,147244,43084,14,4,0
48,70553,20335,22,3,1
60,58081,18389,4,1,0
60,125547,41294,24,3,0
35,55915,48499,10,4,1
45,138199,15118,29,2,1
18,42822,6432,2,2,0
52,102893,45848,2,3,1
24,139938,9355,13,4,0
63,105010,23145,3,1,0
40,41737,31981,8,0,1
44,41038,48053,19,1,1
58,140899,47316,22,4,0
18,26227,43915,18,4,1
28,48757,40743,16,0,1
27,93046,11909,2,2,1
28,116470,6875,5,0,1
52,51506,16287,21,1,0
36,127591,20667,20,3,0
60,44831,24315,8,4,1
31,99900,49909,6,1,1
63,31860,38402,21,3,1
63,80748,26726,21,1,0
59,69420,31101,4,1,0
45,76922,13775,19,1,0
54,135946,13076,28,0,1
36,131433,11835,21,2,0
50,142588,46905,8,0,0
23,23979,18124,9,4,1
33,149453,25755,1,1,0
60,129256,17650,4,0,0
25,27539,8518,14,1,1
59,51021,44490,21,0,0
49,51174,48751,4,2,1
37,148588,30247,13,2,1
39,61180,19336,15,0,0
39,33980,36697,9,1,1
67,50070,17167,10,4,0
61,73552,48901,4,1,1
69,42761,23379,0,3,1
62,23980,27111,9,0,1
25,76100,48823,9,4,1
41,21703,27846,6,1,1
21,101947,36016,11,1,0
66,90353,22724,18,4,1
25,110717,27913,12,1,1
57,108335,49574,20,0,0
43,25056,20598,11,2,1
66,84362,48425,22,1,0
29,106234,37370,26,2,1
67,124814,40420,0,1,0
63,66161,14303,22,1,0
43,38382,10815,0,1,0
63,130723,36286,18,3,1
40,145308,20580,25,0,1
48,125047,37452,7,1,1
44,126403,14916,19,3,0
45,42343,10646,23,0,0
39,69701,27793,23,2,1
59,30986,24814,24,4,1
24,82787,15439,21,3,0
53,32587,5484,3,0,0
66,53529,18160,29,3,0
26,47155,34757,9,1,1
29,63868,5188,22,1,0
34,92368,29333,23,0,0
61,46600,12979,24,1,0
45,20831,35264,25,0,1
67,120002,20682,18,1,0
21,45097,22571,24,4,1
33,73510,49734,24,1,0
56,54152,32659,7,0,0
18,52896,34766,4,4,1
62,100595,43658,17,3,0
57,42044,23584,28,2,0
38,53193,13977,16,1,1
62,124373,43562,2,0,1
18,125555,7783,11,2,0
24,70885,18516,22,0,0
41,137671,18111,7,3,1
54,114548,48147,21,0,0
40,69819,21005,24,3,0
55,52163,42203,24,0,1
18,133744,14065,12,3,1
23,125500,11271,27,2,0
21,93480,14422,18,2,0
59,125726,20737,19,3,1
42,54904,31792,1,3,1
50,30260,8266,17,0,1
22,71247,46948,5,3,1
23,96330,42137,28,4,1
66,80610,26075,1,1,1
46,56074,29200,16,0,0
43,48263,10936,27,2,0
39,26714,6098,3,3,1
65,54713,28819,9,3,1
23,85236,36193,13,4,1
22,31187,12585,11,3,0
39,88558,37152,9,0,0
56,108042,7944,27,2,0
30,31353,42310,2,4,1
25,78889,33924,23,0,0
62,106342,10840,12,2,1
48,63974,14651,25,3,1
51,111861,29447,9,0,1
27,57387,46794,23,3,1
44,147243,18995,10,1,0
34,33444,19935,24,0,1
32,45661,41473,14,4,1
22,143110,8935,19,0,0
22,56710,49770,22,0,0
39,140488,39124,27,0,0
39,127957,20819,2,4,1
50,91795,14296,28,2,0
41,72270,39963,25,3,1
21,64308,49183,6,4,1
44,146745,14573,29,2,0
33,29432,12806,20,0,1
43,124134,25886,4,1,1
53,127011,17441,20,3,0
31,115400,23960,17,1,0
59,79162,14564,2,2,0
36,105004,18806,18,2,1
38,93609,9700,13,3,1
28,57807,14794,12,2,0
37,31936,38998,19,3,1
43,31279,41102,8,0,1
55,91018,27298,1,3,1
44,111958,35370,24,3,1
30,112602,13652,23,4,1
45,59797,42244,15,4,1
62,140856,39058,15,3,0
55,50564,45381,4,4,1
25,81927,22388,16,4,0
36,25972,45823,24,1,1
42,104822,34148,26,1,0
22,76033,28259,6,4,1
60,30002,27644,17,4,1
36,43168,9046,28,2,0
65,31547,42449,29,3,1
52,41798,27840,0,3,1
61,114147,13214,21,4,1
25,52954,48564,28,3,1
33,43278,7401,8,4,1
53,103772,12301,23,0,0
40,61383,29962,11,0,1
39,59578,16690,11,3,1
37,107759,10232,9,3,1
57,95220,18758,10,4,1
65,51071,41833,17,1,1
27,78764,37536,13,3,0
32,60385,16672,5,1,1
50,81485,10347,9,3,1
20,49988,19380,18,0,0
65,38287,24557,20,1,0
46,47786,16290,2,3,1
55,43302,41903,21,2,1
19,45029,32400,21,4,1
68,110944,46827,28,0,0
40,79038,19917,18,2,1
59,143376,9327,29,0,0
60,46878,23988,25,3,0
61,94021,24454,29,1,0
61,75561,11263,16,1,1
66,100640,42159,0,2,1
62,133928,29020,4,1,1
62,56784,7029,5,1,0
51,125654,15566,22,4,1
20,98324,41918,27,0,0
63,142620,37851,29,4,0
20,135221,6368,25,4,1
31,89053,23545,26,1,1
65,127961,31264,28,4,1
49,51482,45341,5,4,0
67,98611,36805,10,2,0
63,34078,21613,5,0,0
64,144040,45399,4,2,0
40,53457,21750,28,2,0
32,135994,38575,24,1,0
69,40731,37536,1,4,1
57,97650,45610,1,4,1
62,63747,5161,0,3,1
68,82788,42855,15,2,0
57,98532,16097,24,3,0
40,97002,27473,14,1,1
54,41208,15922,12,3,1
59,127454,12491,19,0,1
68,77574,42414,4,2,1
47,85792,12340,12,3,1
40,138713,36538,4,0,0
23,41316,8836,21,3,1
26,131279,13660,0,4,1
59,97429,12439,27,0,0
46,22316,46969,23,1,1
65,53301,46199,24,4,1
27,102292,6877,12,3,0
59,117142,14758,0,1,0
62,104239,49664,21,3,0
18,110988,14011,0,3,1
36,137678,31579,20,0,1
45,100977,26242,12,4,1
21,38256,20673,8,3,1
25,82442,38603,22,0,0
26,138101,11344,26,0,0
59,110163,46109,4,4,1
50,108615,13743,6,4,0
22,47356,43118,14,2,0
67,134449,28331,11,4,1
24,102427,23448,6,1,0
55,119161,48350,22,2,1
26,140671,22824,24,1,0
35,26874,30142,25,0,1
61,80991,28334,26,0,0
49,80308,16570,20,2,0
60,130134,19327,28,1,0
60,51979,12448,22,2,0
39,134053,31303,26,3,1
64,70195,46711,3,1,1
18,125767,26360,26,1,0
67,48601,19582,1,1,0
53,77355,18873,1,3,0
53,92395,8380,22,1,0
19,86263,44953,17,2,1
41,21497,32552,2,3,1
31,132204,33773,3,0,1
28,73293,13148,2,2,1
62,140204,12673,16,2,0
20,148775,33896,23,1,1
29,132638,17039,15,0,0
61,22333,26074,9,2,1
52,84767,14617,25,4,1
66,83351,26479,9,1,1
42,133300,40516,13,1,1
39,60929,30462,3,0,1
64,90592,47987,17,1,1
46,80878,20409,4,0,0
21,76507,27745,29,3,1
51,101488,29638,7,3,0
23,134929,28079,8,4,0
53,65133,28895,7,1,1
43,100940,18816,26,4,0
30,45860,10549,24,2,0
59,31672,40551,10,2,1
39,97385,16980,23,1,0
43,141557,30986,20,2,0
51,42829,11329,12,2,1
27,32599,23594,22,2,1
57,120056,40784,13,4,1
26,50422,6819,28,4,1
38,149956,43817,13,1,1
51,25382,9451,27,1,0
42,35977,34686,1,3,1
60,113402,14512,25,2,1
52,63031,37020,28,3,1
38,36548,41315,19,4,1
69,125617,24208,16,1,1
55,120062,40099,1,1,0
27,126477,42234,0,2,1
68,117656,10410,3,2,0
63,132690,44001,6,0,0
69,127600,16975,18,0,0
40,130423,36979,10,1,1
56,46362,48968,25,1,0
35,105500,20460,12,1,1
46,62887,22557,12,3,1
31,29084,28089,24,3,1
36,106762,8176,23,0,0
48,106934,6034,13,1,1
22,129694,11403,18,2,0
44,122895,5750,27,2,0
34,117301,9276,24,0,0
45,112839,14637,13,3,1
64,74616,46575,21,0,0
29,48205,14836,21,4,1
55,79578,26634,12,2,1
51,106639,24694,21,2,0
55,80621,36723,20,3,1
40,21136,36679,16,2,1
49,117186,20691,23,0,0
39,84259,31820,13,4,1
42,148134,17603,9,3,0
29,71444,36605,12,1,1
22,102477,27111,0,3,1
42,49319,32269,19,4,1
66,115859,5910,7,4,1
28,83312,32086,12,0,0
32,140915,23108,15,0,0
44,137284,45544,9,0,1
47,43550,32136,19,2,0
68,78897,38808,19,4,1
50,104773,48328,0,2,1
61,144133,24823,11,2,1
47,79092,39361,26,1,1
49,112461,44493,15,2,0
48,124028,39073,1,3,1
31,115065,20605,26,2,0
50,28873,8447,7,3,1
39,74919,24179,4,0,1
50,116202,40625,12,3,1
24,22536,16657,5,1,1
49,27211,26506,11,4,1
38,119619,17585,21,2,1
24,51255,32274,15,1,0
38,97431,49333,1,2,1
41,146401,40540,2,1,1
66,140646,20671,17,0,0
34,84581,7001,5,1,1
60,91346,33632,21,2,1
34,76254,38547,11,0,0
47,113704,45884,7,1,1
58,143695,8638,8,3,0
30,99612,42965,11,3,1
50,145030,39636,10,0,0
19,148552,18814,2,3,1
35,145493,30869,26,1,0
36,134880,18388,14,4,1
34,102542,20087,4,1,1
54,97433,26592,19,4,1
68,122842,41336,0,1,1
42,49693,22668,19,0,0
60,120059,24203,8,0,0
41,47501,27387,17,4,1
48,116616,49233,7,4,1
69,122548,6343,6,2,1
26,115425,7523,13,4,1
21,49929,28811,29,4,0
64,105306,9921,24,2,0
49,101057,31637,9,0,0
54,41030,16143,20,4,1
54,62994,5455,11,1,0
38,147845,30633,27,4,1
54,63716,41800,14,4,1
21,121741,20050,24,3,1
36,97596,16703,4,1,1
34,76989,29925,23,3,1
22,129627,13220,4,0,1
23,138760,49586,16,2,1
43,125882,49968,24,1,0
50,59500,40085,1,0,0
65,110443,9011,7,4,0
35,23901,46592,26,4,1
57,115368,9177,12,1,1
50,68421,22861,28,0,0
30,44507,7835,12,4,1
51,107962,15316,12,3,1
25,115046,14420,9,0,1
18,66769,21688,26,3,1
19,144842,20461,1,3,1
52,88969,30400,8,1,0
18,86142,35247,5,3,1
22,59224,9745,4,2,1
47,144550,18170,22,2,1
29,110707,26344,16,3,1
39,148076,16288,4,2,1
30,133459,31853,4,2,0
56,132916,37377,29,3,0
54,141371,9404,21,1,0
43,64145,25591,10,2,1
37,42386,47698,25,1,1
36,96008,9141,18,0,0
38,108061,41032,0,1,1
45,47919,6113,26,2,0
29,28159,9185,7,4,1
64,134498,17484,28,3,1
64,116820,34210,10,2,1
52,91165,28023,6,4,1
64,140544,43779,21,2,0
24,83438,15009,4,4,1
56,69897,15310,6,2,1
67,60695,17255,2,3,1
63,74818,22921,21,4,0
31,121462,45889,22,1,0
66,148868,22550,27,0,0
58,115445,32359,2,3,1
65,88431,18282,10,1,1
66,88577,22720,17,3,1
31,65027,38713,3,1,1
18,132276,48924,20,0,0
33,29269,21948,21,4,0
21,92823,10311,4,1,0
65,28626,6218,3,0,0
21,38001,13205,17,4,0
28,61134,30028,21,3,1
37,113791,45827,9,1,1
42,141725,21922,20,0,0
43,145619,37855,2,0,1
62,20361,46789,28,2,1
33,28441,40890,22,1,1
31,110838,13351,8,4,1
29,84046,32885,27,1,0
40,74765,5835,6,0,1
52,45407,42994,10,0,0
50,72355,45504,22,4,1
32,112775,27717,19,4,1
44,57990,16020,8,2,1
56,107302,39538,9,2,1
67,59021,7049,2,2,0
30,142101,7895,18,3,1
37,39453,41686,22,1,1
29,74210,34195,16,1,1
30,74091,44205,17,3,0
18,119446,39134,10,1,0
28,74831,12454,12,1,0
57,135858,39257,20,3,0
39,124291,8815,4,1,0
31,37716,20673,9,2,1
25,83023,16442,28,1,0
39,52527,27394,26,2,0
69,51485,16300,1,1,1
61,60296,28810,12,3,1
69,72624,46877,8,1,1
24,22218,24784,29,0,1
41,139972,38434,8,3,0
68,50934,17187,7,2,0
21,117543,43795,16,2,1
55,132040,20422,25,3,0
23,68476,32742,5,3,1
29,95991,9301,3,0,1
40,119898,43863,29,4,1
62,129474,13991,27,1,1
29,32288,31101,26,1,1
57,100084,37868,25,3,1
41,86846,36840,10,4,1
37,141543,9149,2,4,1
35,137437,14452,6,1,1
25,50536,13942,28,2,1
36,86364,40042,20,1,1
20,86653,32313,0,4,1
45,88625,48953,12,4,1
57,125535,14570,9,4,1
63,68874,34280,29,3,0
33,137504,31434,29,1,0
51,113684,28416,14,0,0
48,64062,30404,22,3,1
43,55128,49525,21,3,0
66,62111,23848,7,4,1
26,116454,41083,6,2,1
40,90333,24705,18,0,1
38,93150,27428,14,2,1
18,141243,36920,27,2,0
47,46404,29831,7,3,1
22,25967,39836,26,2,1
51,125902,22689,24,1,0
18,141640,35229,7,4,1
69,57400,40479,8,4,1
30,109085,38395,3,2,1
20,70153,37630,21,4,1
18,57673,36709,22,4,1
25,49878,35043,29,0,0
30,122934,27856,6,1,0
24,57103,34042,10,3,1
28,100806,49831,12,3,1
68,55366,37287,6,4,1
31,125436,38630,24,3,1
48,60734,45442,25,1,0
65,147926,47763,17,2,1
18,120784,30499,10,0,0
61,68163,45362,4,0,0
48,145461,47263,1,1,1
59,94723,24693,9,3,0
50,100948,30629,19,1,0
68,105316,37088,25,1,0
51,148870,43254,18,0,0
34,78489,8654,24,0,0
35,107939,30922,25,4,0
38,67721,6867,17,4,1
61,82341,21112,11,3,0
20,28279,32071,16,0,1
28,81452,10282,3,3,1
36,69924,48798,22,3,0
52,128818,49262,21,2,0
49,55705,29640,29,3,1
64,80876,32762,23,1,0
31,121247,18905,14,1,0
63,40468,5989,8,4,0
37,117671,39906,20,2,1
24,85644,22459,27,4,0
68,35940,33353,21,0,0
33,71107,19275,6,3,1
56,90621,18263,20,0,0
56,142177,14771,1,3,0
66,32745,30813,12,2,1
38,92898,16550,22,4,1
60,81790,29574,27,1,1
35,46598,29274,13,2,1
24,76361,46188,25,0,1
37,58583,19803,7,1,1
67,86899,16328,24,3,1
29,70762,40045,18,4,0
41,119414,16818,24,0,0
56,114294,32193,28,3,0
48,42736,8722,21,3,0
56,121790,24136,8,2,0
22,20519,44772,7,3,1
27,138946,40503,27,1,0
57,55813,11343,17,2,0
28,79559,48932,8,2,1
65,122072,46039,15,0,0
57,78334,39144,12,1,1
40,125152,24479,14,2,1
63,27819,23425,11,1,0
38,136424,11421,29,3,0
34,149547,30665,16,2,0
25,40981,12826,14,4,1
23,149911,18829,11,2,0
63,121649,9210,8,3,0
64,78367,13977,8,2,1
43,107317,17350,14,0,0
26,28405,7077,6,3,1
46,133667,46938,26,2,1
52,72112,35034,3,3,1
55,48302,23915,20,3,1
18,104643,44232,4,4,1
39,78099,11687,21,3,0
41,140442,27894,8,0,1
38,38369,6642,17,0,0
62,20147,33091,9,0,1
45,75544,42826,19,1,0
60,127764,13735,24,2,1
61,112493,25200,11,1,0
65,108713,20385,1,1,0
65,57607,30502,15,4,1
41,59993,22273,9,1,0
55,46030,45488,12,0,1
22,95120,13047,9,3,1
69,116861,14762,16,0,1
69,127920,7254,5,3,1
37,53448,39722,19,4,1
18,53901,17538,6,1,1
32,86162,35265,29,1,1
31,93546,32252,13,0,0
53,60818,17817,20,4,1
62,143047,41091,27,1,1
68,115549,15400,3,1,0
52,67046,25194,17,2,0
45,113189,27849,8,0,0
40,44419,5577,6,0,0
68,77146,35433,28,2,0
34,23105,6029,28,3,0
63,88834,28321,11,2,0
33,99541,39514,21,4,0
43,92074,46362,7,4,0
40,104836,31679,28,4,0
35,70988,16586,22,3,0
24,79529,7163,13,3,0
29,100653,36945,11,4,1
22,33852,7784,5,4,0
38,145566,22190,9,1,0
44,51357,42660,20,2,1
59,138195,42067,10,3,1
43,130981,12358,15,1,0
18,60509,21060,29,0,0
43,122818,34452,27,4,1
52,143497,15264,13,1,0
40,69824,22238,1,4,1
21,100286,35488,29,4,1
27,130492,20636,14,1,0
40,91418,18692,16,0,1
48,58844,31792,27,2,0
31,48027,15196,6,4,1
51,102218,36414,19,2,1
19,68629,8597,1,2,0
19,23277,8383,29,3,0
33,103163,10876,5,4,1
33,92071,49053,14,3,0
22,53751,34007,1,3,1
67,94749,38641,11,4,1
35,112708,9013,15,0,0
20,105503,22075,9,2,0
52,97803,26448,11,2,0
59,74888,41418,2,4,0
49,92369,28145,8,0,0
43,56128,37734,11,1,1
52,107487,10390,9,4,1
41,123976,18803,7,4,1
24,132738,45552,13,0,0
21,61180,26979,4,4,1
35,70976,37766,20,0,0
37,59334,40406,0,4,1
59,99408,49940,15,2,0
66,90187,7728,26,1,0
22,83161,40836,6,4,0
32,23224,28329,21,0,1
41,67027,44319,15,4,1
49,75662,42624,20,4,0
58,27175,26564,11,2,0
35,74076,10327,6,4,0
54,65571,14461,26,1,0
22,89906,16107,11,4,1
40,149745,36509,2,4,1
43,85986,32291,18,1,1
40,124068,36744,13,4,1
68,133510,37972,13,0,1
36,105043,34739,15,1,0
18,90887,21661,18,3,0
45,67990,41197,29,2,0
52,145494,47179,29,2,0
53,59022,6312,21,2,1
21,97183,16608,18,0,1
67,131752,25033,21,0,0
62,68440,30462,11,0,1
45,121204,39435,4,0,1
52,33618,18570,9,4,1
38,69158,15920,23,3,1
36,29742,30883,12,1,1
42,117048,35186,21,1,1
31,77171,40465,17,0,1
41,21334,40138,4,4,1
56,72117,24277,7,4,1
43,93579,19183,7,2,0
43,87362,36726,15,1,0
57,65483,34128,2,0,0
18,140262,49925,11,4,1
43,103788,12658,11,2,0
54,75798,49565,11,3,1
22,67006,34863,3,3,1
49,23609,20628,1,0,1
65,72952,21397,6,2,1
47,95994,8144,4,1,1
43,95116,6311,6,3,1
62,32061,15127,18,0,0
51,89095,14043,24,2,0
68,102624,21688,6,4,1
43,57186,10738,17,3,0
42,75906,36447,11,1,1
60,43708,23141,11,1,1
62,79369,21845,14,3,1
66,89796,6219,21,0,0
66,125376,31097,2,0,0
69,68490,39843,3,1,0
48,55154,39470,23,2,1
48,80189,9901,18,3,0
38,72119,29837,23,0,1
68,52005,26295,10,2,1
59,57968,21200,22,1,0
57,110177,38044,11,3,1
45,78617,39921,27,3,1
26,128172,17666,23,4,1
59,28090,10561,14,4,1
24,56756,44308,1,1,0
27,56291,5387,25,4,0
60,85112,19091,7,4,0
22,21699,18787,14,4,1
52,70720,15406,12,4,1
53,33380,9798,10,4,1
30,136209,12026,11,0,0
32,105680,18630,0,1,1
22,42398,8085,14,1,1
35,71757,45277,6,1,1
55,132475,17112,25,4,1
30,131666,13900,17,4,0
47,30731,26830,1,4,1
40,95993,26312,17,2,1
22,87767,49616,18,4,1
30,129412,13307,23,1,0
50,131671,16986,10,4,0
24,52611,7188,17,1,0
20,62538,32153,4,3,1
60,74657,7143,3,4,1
64,119545,24976,15,4,1
22,88286,20848,27,0,0
51,109118,37929,14,0,1
47,100624,31176,12,0,1
50,55151,36690,1,2,1
33,122848,18462,19,0,0
49,54555,28713,2,1,0
57,66282,43805,15,2,0
49,126284,42049,24,0,0
40,144778,17674,27,4,1
45,77298,29415,7,2,0
54,114294,43396,0,3,0
18,60797,41729,11,1,1
38,31757,43487,24,3,1
27,39562,21299,12,2,1
62,107432,31935,27,2,0
56,127585,28206,22,3,1
41,63265,8168,20,1,0
46,36423,11563,8,4,1
26,98341,29829,26,0,0
28,129051,29181,29,1,1
46,148330,6649,10,2,0
63,111224,5727,0,4,0
34,68905,37627,6,3,1
30,114673,27008,10,1,1
32,134992,31667,12,2,1
20,140899,18136,7,2,1
27,21906,16387,1,1,1
38,83178,47144,19,1,0
44,73671,30159,20,3,1
48,142047,29615,22,1,0
18,124809,12593,24,2,1
47,50177,28708,2,1,0
50,108558,6870,26,3,0
61,34699,7216,15,1,0
68,116665,37053,0,2,0
49,57917,11698,28,3,0
19,143677,26107,25,1,0
21,141975,24929,27,1,0
42,85676,11020,18,2,0
66,97388,25393,12,2,0
18,66091,16508,5,2,1
45,64108,28169,12,4,1
55,29469,22305,2,2,1
48,147100,6039,4,2,0
60,64593,46035,26,1,0
34,90715,11781,19,4,1
28,110739,30556,24,2,0
39,131433,16604,0,1,1
69,63901,42606,25,3,1
37,43563,31049,28,3,1
20,121225,14800,14,1,0
43,96159,35179,29,0,1
62,95167,31746,16,3,1
58,123023,17824,3,1,1
36,111560,13343,24,0,0
51,25906,20762,14,3,1
55,73065,43259,21,2,1
25,91796,8051,21,3,1
38,121457,5080,14,2,1
63,116873,13551,1,0,1
29,130944,44177,16,3,1
49,112991,30722,2,3,1
54,96251,21791,16,0,0
56,99155,35142,25,4,1
66,99846,32513,15,1,0
30,69033,18574,23,4,1
32,131214,11025,14,2,1
23,75833,40452,23,3,1
23,141421,22819,26,1,0
28,39780,18331,19,4,0
53,69597,29072,17,2,0
35,80351,40218,9,0,0
24,85891,48400,15,0,0
44,109596,35077,20,2,1
26,47619,5318,19,4,1
26,116993,34508,17,1,1
68,142865,38269,25,3,0
55,85550,44006,0,4,1
51,44267,30188,25,3,1
61,35486,27395,9,2,1
49,70395,39195,4,4,1
53,61603,8326,20,2,0
25,149753,6819,26,1,1
31,108388,44921,11,2,1
55,144603,19834,16,3,0
53,22653,34784,16,3,1
25,70887,25683,10,2,0
21,20720,45494,2,3,1
54,114221,42075,26,2,1
26,111063,20819,20,1,0
51,59672,26412,11,2,0
28,58994,11888,29,3,0
69,51754,25850,4,2,0
32,131515,30214,6,0,0
63,63753,22215,5,2,1
32,81408,10851,0,3,0
63,137187,16102,25,4,1
24,70423,13189,1,0,0
64,57656,31621,25,4,0
19,72110,35603,4,1,1
54,45923,15437,4,3,1
66,114164,29242,2,0,1
42,86572,10525,3,1,1
24,60687,46891,0,2,1
55,109620,35698,9,1,0
69,101724,11458,11,3,1
60,73809,34300,29,1,1
68,138781,20550,14,0,0
